09-2003,I,Cairns,Hong Kong,Cathay Pacific Airways,HKG-BNE-CNS,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,8,2488
09-2003,I,Cairns,Hong Kong,Cathay Pacific Airways,HKG-CNS-BNE,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,8,2488
09-2003,I,Cairns,Kota Kinabalu,Australian Airlines,BKI-SIN-CNS,Malaysia,SE Asia,Malaysia,SE Asia,1,4,1084
09-2003,I,Cairns,Nagoya,Australian Airlines,NGO-CNS,Japan,NE Asia,Japan,NE Asia,0,4,1084
09-2003,I,Cairns,Nagoya,Australian Airlines,NGO-CNS-SYD,Japan,NE Asia,Japan,NE Asia,0,26,7046
09-2003,I,Cairns,Osaka,Australian Airlines,FUK-OSA-CNS-OOL,Japan,NE Asia,Japan,NE Asia,0,10,2710
09-2003,I,Cairns,Osaka,Australian Airlines,OSA-CNS,Japan,NE Asia,Japan,NE Asia,0,2,458
09-2003,I,Cairns,Osaka,Australian Airlines,OSA-CNS-OOL,Japan,NE Asia,Japan,NE Asia,0,18,4878
09-2003,I,Cairns,Port Moresby,Air Niugini,POM-CNS,Papua New Guinea,Islands,Papua New Guinea,Islands,0,47,3414
09-2003,I,Cairns,Singapore,Australian Airlines,BKI-SIN-CNS,Singapore,SE Asia,Malaysia,SE Asia,0,4,1084
09-2003,I,Cairns,Singapore,Australian Airlines,SIN-CNS,Singapore,SE Asia,Singapore,SE Asia,0,9,2439
09-2003,I,Cairns,Tokyo,Qantas Airways,TYO-CNS,Japan,NE Asia,Japan,NE Asia,0,10,4360
09-2003,I,Cairns,Tokyo,Qantas Airways,TYO-CNS-SYD,Japan,NE Asia,Japan,NE Asia,0,20,8646
09-2003,I,Christmas Island,Jakarta,Merpati Nusantara Airlines,JKT-XCH,Indonesia,SE Asia,Indonesia,SE Asia,0,4,400
09-2003,I,Darwin,Bandar Seri Begawan,Royal Brunei Airlines,BWN-DRW,Brunei,SE Asia,Brunei,SE Asia,0,8,1204
09-2003,I,Darwin,Denpasar,Garuda Indonesia,DPS-DRW,Indonesia,SE Asia,Indonesia,SE Asia,0,8,1072
09-2003,I,Darwin,Denpasar,Qantas Airways,DPS-DRW,Indonesia,SE Asia,Indonesia,SE Asia,0,8,1090
09-2003,I,Darwin,Singapore,Qantas Airways,SIN-DRW-ADL-MEL,Singapore,SE Asia,Singapore,SE Asia,0,4,908
09-2003,I,Darwin,Singapore,Qantas Airways,SIN-DRW-ADL-SYD,Singapore,SE Asia,Singapore,SE Asia,0,9,2043
09-2003,I,Gold Coast,Auckland,Air New Zealand,AKL-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,1,136
09-2003,I,Gold Coast,Auckland,Freedom Air International,AKL-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,30,4255
09-2003,I,Gold Coast,Christchurch,Freedom Air International,CHC-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,13,1846
09-2003,I,Gold Coast,Dunedin,Freedom Air International,DUD-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,8,1088
09-2003,I,Gold Coast,Fukuoka,Australian Airlines,FUK-OSA-CNS-OOL,Japan,NE Asia,Japan,NE Asia,2,10,2710
09-2003,I,Gold Coast,Hamilton,Freedom Air International,HLZ-OOL,New Zealand,New Zealand,New Zealand,New Zealand,0,8,1098
09-2003,I,Gold Coast,Osaka,Australian Airlines,FUK-OSA-CNS-OOL,Japan,NE Asia,Japan,NE Asia,1,10,2710
09-2003,I,Gold Coast,Osaka,Australian Airlines,OSA-CNS-OOL,Japan,NE Asia,Japan,NE Asia,1,18,4878
09-2003,I,Melbourne,Auckland,Air New Zealand,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,59,12687
09-2003,I,Melbourne,Auckland,Emirates,AKL-MEL-SIN-DXB,New Zealand,New Zealand,New Zealand,New Zealand,0,29,10635
09-2003,I,Melbourne,Auckland,Qantas Airways,AKL-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,60,13957
09-2003,I,Melbourne,Bangkok,Qantas Airways,LON-BKK-SYD-MEL,Thailand,SE Asia,UK,Europe,1,29,11308
09-2003,I,Melbourne,Bangkok,Thai Airways International,BKK-MEL,Thailand,SE Asia,Thailand,SE Asia,0,20,5700
09-2003,I,Melbourne,Bangkok,Thai Airways International,BKK-SYD-MEL,Thailand,SE Asia,Thailand,SE Asia,1,29,8458
09-2003,I,Melbourne,Beijing,Air China,BJS-CAN-MEL-SYD,China,NE Asia,China,NE Asia,1,9,2709
09-2003,I,Melbourne,Beijing,Air China,BJS-SHA-MEL-SYD,China,NE Asia,China,NE Asia,1,5,1505
09-2003,I,Melbourne,Chicago,United Airlines,CHI-LAX-SYD-MEL,USA,N America,USA,N America,2,30,10410
09-2003,I,Melbourne,Christchurch,Air New Zealand,CHC-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,30,3540
09-2003,I,Melbourne,Christchurch,Qantas Airways,CHC-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,25,4040
09-2003,I,Melbourne,Denpasar,Air Paradise International,DPS-MEL-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,9,2403
09-2003,I,Melbourne,Denpasar,Air Paradise International,DPS-SYD-MEL,Indonesia,SE Asia,Indonesia,SE Asia,1,8,2038
09-2003,I,Melbourne,Denpasar,Australian Airlines,DPS-MEL-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,4,1084
09-2003,I,Melbourne,Denpasar,Garuda Indonesia,DPS-ADL-MEL,Indonesia,SE Asia,Indonesia,SE Asia,1,13,3809
09-2003,I,Melbourne,Denpasar,Garuda Indonesia,DPS-MEL-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,5,1465
09-2003,I,Melbourne,Dubai,Emirates,DXB-SIN-MEL-AKL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,30,11015
09-2003,I,Melbourne,Dunedin,Freedom Air International,DUD-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,4,552
09-2003,I,Melbourne,Guangzhou,Air China,BJS-CAN-MEL-SYD,China,NE Asia,China,NE Asia,0,9,2709
09-2003,I,Melbourne,Guangzhou,China Southern Airlines,CAN-MEL-SYD,China,NE Asia,China,NE Asia,0,9,2583
09-2003,I,Melbourne,Hamilton,Freedom Air International,HLZ-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,8,1068
09-2003,I,Melbourne,Hanoi,Vietnam Airlines,HAN-SGN-MEL,Vietnam,SE Asia,Vietnam,SE Asia,1,9,2310
09-2003,I,Melbourne,Ho Chi Minh City,Vietnam Airlines,HAN-SGN-MEL,Vietnam,SE Asia,Vietnam,SE Asia,0,9,2310
09-2003,I,Melbourne,Hong Kong,Cathay Pacific Airways,HKG-ADL-MEL,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,8,2008
09-2003,I,Melbourne,Hong Kong,Cathay Pacific Airways,HKG-MEL,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,30,7522
09-2003,I,Melbourne,Hong Kong,Qantas Airways,HKG-MEL,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,13,2951
09-2003,I,Melbourne,Hong Kong,Qantas Airways,HKG-MEL-SYD,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,7,1756
09-2003,I,Melbourne,Hong Kong,Qantas Airways,HKG-SYD-MEL,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,15,3405
09-2003,I,Melbourne,Kuala Lumpur,Lauda Air,VIE-KUL-MEL,Malaysia,SE Asia,Austria,Europe,0,8,2752
09-2003,I,Melbourne,Kuala Lumpur,Malaysia Airlines,KUL-MEL,Malaysia,SE Asia,Malaysia,SE Asia,0,43,11954
09-2003,I,Melbourne,Kuala Lumpur,Malaysia Airlines,KUL-SYD-MEL,Malaysia,SE Asia,Malaysia,SE Asia,1,17,4726
09-2003,I,Melbourne,London,British Airways,LON-SIN-MEL,UK,Europe,UK,Europe,1,27,9477
09-2003,I,Melbourne,London,Qantas Airways,LON-BKK-SYD-MEL,UK,Europe,UK,Europe,2,29,11308
09-2003,I,Melbourne,London,Qantas Airways,LON-SIN-MEL,UK,Europe,UK,Europe,1,10,3940
09-2003,I,Melbourne,London,Qantas Airways,LON-SIN-MEL-SYD,UK,Europe,UK,Europe,1,16,6231
09-2003,I,Melbourne,Los Angeles,Qantas Airways,LAX-MEL,USA,N America,USA,N America,0,29,10377
09-2003,I,Melbourne,Los Angeles,Qantas Airways,LAX-SYD-MEL,USA,N America,USA,N America,1,1,358
09-2003,I,Melbourne,Los Angeles,United Airlines,CHI-LAX-SYD-MEL,USA,N America,USA,N America,1,30,10410
09-2003,I,Melbourne,Manila,Philippine Airlines,MNL-MEL-SYD,Philippines,SE Asia,Philippines,SE Asia,0,12,3624
09-2003,I,Melbourne,Mauritius,Air Mauritius,MRU-PER-MEL,Mauritius,Africa,Mauritius,Africa,1,5,1470
09-2003,I,Melbourne,Nadi,Fiji Airways,NAN-MEL,Fiji,Islands,Fiji,Islands,0,17,5056
09-2003,I,Melbourne,Nauru,Our Airline,INU-BNE-MEL,Nauru,Islands,Nauru,Islands,1,4,440
09-2003,I,Melbourne,Palmerston,Freedom Air International,PMR-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,4,520
09-2003,I,Melbourne,Shanghai,Air China,BJS-SHA-MEL-SYD,China,NE Asia,China,NE Asia,0,5,1505
09-2003,I,Melbourne,Singapore,British Airways,LON-SIN-MEL,Singapore,SE Asia,UK,Europe,0,27,9477
09-2003,I,Melbourne,Singapore,Emirates,DXB-SIN-MEL-AKL,Singapore,SE Asia,United Arab Emirates,Middle East,0,30,11015
09-2003,I,Melbourne,Singapore,Qantas Airways,LON-SIN-MEL,Singapore,SE Asia,UK,Europe,0,10,3940
09-2003,I,Melbourne,Singapore,Qantas Airways,LON-SIN-MEL-SYD,Singapore,SE Asia,UK,Europe,0,16,6231
09-2003,I,Melbourne,Singapore,Qantas Airways,SIN-DRW-ADL-MEL,Singapore,SE Asia,Singapore,SE Asia,2,4,908
09-2003,I,Melbourne,Singapore,Singapore Airlines,SIN-MEL,Singapore,SE Asia,Singapore,SE Asia,0,60,21242
09-2003,I,Melbourne,Tokyo,Qantas Airways,TYO-SYD-MEL,Japan,NE Asia,Japan,NE Asia,1,29,11138
09-2003,I,Melbourne,Vienna,Lauda Air,VIE-KUL-MEL,Austria,Europe,Austria,Europe,1,8,2752
09-2003,I,Melbourne,Wellington,Air New Zealand,WLG-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,30,3590
09-2003,I,Melbourne,Wellington,Qantas Airways,WLG-MEL,New Zealand,New Zealand,New Zealand,New Zealand,0,21,2436
09-2003,I,Norfolk Island,Auckland,Air New Zealand,AKL-NLK,New Zealand,New Zealand,New Zealand,New Zealand,0,8,912
09-2003,I,Perth,Auckland,Air New Zealand,AKL-PER,New Zealand,New Zealand,New Zealand,New Zealand,0,17,3910
09-2003,I,Perth,Bandar Seri Begawan,Royal Brunei Airlines,BWN-PER,Brunei,SE Asia,Brunei,SE Asia,0,13,2574
09-2003,I,Perth,Bangkok,Thai Airways International,BKK-HKT-PER,Thailand,SE Asia,Thailand,SE Asia,1,9,2745
09-2003,I,Perth,Bangkok,Thai Airways International,BKK-PER,Thailand,SE Asia,Thailand,SE Asia,0,8,2440
09-2003,I,Perth,Denpasar,Air Paradise International,DPS-PER,Indonesia,SE Asia,Indonesia,SE Asia,0,21,3843
09-2003,I,Perth,Denpasar,Garuda Indonesia,DPS-PER,Indonesia,SE Asia,Indonesia,SE Asia,0,30,4027
09-2003,I,Perth,Denpasar,Qantas Airways,DPS-PER,Indonesia,SE Asia,Indonesia,SE Asia,0,8,1053
09-2003,I,Perth,Dubai,Emirates,DXB-PER,United Arab Emirates,Middle East,United Arab Emirates,Middle East,0,30,9000
09-2003,I,Perth,Hong Kong,Cathay Pacific Airways,HKG-PER,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,13,4043
09-2003,I,Perth,Jakarta,Qantas Airways,JKT-PER,Indonesia,SE Asia,Indonesia,SE Asia,0,7,1588
09-2003,I,Perth,Johannesburg,Qantas Airways,JNB-PER-SYD,South Africa,Africa,South Africa,Africa,0,1,432
09-2003,I,Perth,Johannesburg,South African Airways,JNB-PER,South Africa,Africa,South Africa,Africa,0,21,6150
09-2003,I,Perth,Kuala Lumpur,Malaysia Airlines,KUL-KCH-PER,Malaysia,SE Asia,Malaysia,SE Asia,1,8,2352
09-2003,I,Perth,Kuala Lumpur,Malaysia Airlines,KUL-PER,Malaysia,SE Asia,Malaysia,SE Asia,0,39,10986
09-2003,I,Perth,Kuching,Malaysia Airlines,KUL-KCH-PER,Malaysia,SE Asia,Malaysia,SE Asia,0,8,2352
09-2003,I,Perth,Mauritius,Air Mauritius,MRU-PER-MEL,Mauritius,Africa,Mauritius,Africa,0,5,1470
09-2003,I,Perth,Paris,Qantas Airways,PAR-SIN-PER,France,Europe,France,Europe,1,10,4319
09-2003,I,Perth,Phuket,Thai Airways International,BKK-HKT-PER,Thailand,SE Asia,Thailand,SE Asia,0,9,2745
09-2003,I,Perth,Rome,Qantas Airways,ROM-SIN-PER,Italy,Europe,Italy,Europe,1,2,864
09-2003,I,Perth,Singapore,Qantas Airways,PAR-SIN-PER,Singapore,SE Asia,France,Europe,0,10,4319
09-2003,I,Perth,Singapore,Qantas Airways,ROM-SIN-PER,Singapore,SE Asia,Italy,Europe,0,2,864
09-2003,I,Perth,Singapore,Qantas Airways,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,46,11527
09-2003,I,Perth,Singapore,Qantas Airways,SIN-PER-SYD,Singapore,SE Asia,Singapore,SE Asia,0,2,659
09-2003,I,Perth,Singapore,Singapore Airlines,SIN-PER,Singapore,SE Asia,Singapore,SE Asia,0,60,19398
09-2003,I,Perth,Tokyo,Qantas Airways,TYO-PER,Japan,NE Asia,Japan,NE Asia,0,13,2951
09-2003,I,Sydney,Apia,Polynesian Airlines,APW-IUE-AKL-SYD,Western Samoa,Islands,Western Samoa,Islands,2,5,770
09-2003,I,Sydney,Apia,Polynesian Airlines,APW-TBU-AKL-SYD,Western Samoa,Islands,Western Samoa,Islands,2,4,616
09-2003,I,Sydney,Auckland,Aerolineas Argentinas,BUE-AKL-SYD,New Zealand,New Zealand,Argentina,S America,0,8,1976
09-2003,I,Sydney,Auckland,Air New Zealand,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,144,23972
09-2003,I,Sydney,Auckland,Emirates,AKL-SYD-SIN-DXB,New Zealand,New Zealand,New Zealand,New Zealand,0,30,11400
09-2003,I,Sydney,Auckland,LAN Airlines,SCL-AKL-SYD,New Zealand,New Zealand,Chile,S America,0,13,3367
09-2003,I,Sydney,Auckland,Polynesian Airlines,APW-IUE-AKL-SYD,New Zealand,New Zealand,Western Samoa,Islands,0,5,770
09-2003,I,Sydney,Auckland,Polynesian Airlines,APW-TBU-AKL-SYD,New Zealand,New Zealand,Western Samoa,Islands,0,4,616
09-2003,I,Sydney,Auckland,Qantas Airways,AKL-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,145,33021
09-2003,I,Sydney,Auckland,Qantas Airways,LAX-AKL-BNE-SYD,New Zealand,New Zealand,USA,N America,1,12,5136
09-2003,I,Sydney,Auckland,Qantas Airways,LAX-AKL-SYD,New Zealand,New Zealand,USA,N America,0,7,1993
09-2003,I,Sydney,Auckland,Royal Tongan Airlines,TBU-AKL-SYD,New Zealand,New Zealand,Tonga,Islands,0,9,1665
09-2003,I,Sydney,Auckland,Thai Airways International,AKL-SYD-BKK,New Zealand,New Zealand,New Zealand,New Zealand,0,29,11745
09-2003,I,Sydney,Bangkok,British Airways,LON-BKK-SYD,Thailand,SE Asia,UK,Europe,0,30,11630
09-2003,I,Sydney,Bangkok,Qantas Airways,LON-BKK-SYD,Thailand,SE Asia,UK,Europe,0,1,394
09-2003,I,Sydney,Bangkok,Qantas Airways,LON-BKK-SYD-MEL,Thailand,SE Asia,UK,Europe,0,29,11375
09-2003,I,Sydney,Bangkok,Thai Airways International,BKK-SYD,Thailand,SE Asia,Thailand,SE Asia,0,1,285
09-2003,I,Sydney,Bangkok,Thai Airways International,BKK-SYD-AKL,Thailand,SE Asia,Thailand,SE Asia,0,30,12150
09-2003,I,Sydney,Bangkok,Thai Airways International,BKK-SYD-MEL,Thailand,SE Asia,Thailand,SE Asia,0,29,8458
09-2003,I,Sydney,Beijing,Air China,BJS-CAN-MEL-SYD,China,NE Asia,China,NE Asia,2,9,2709
09-2003,I,Sydney,Beijing,Air China,BJS-SHA-MEL-SYD,China,NE Asia,China,NE Asia,2,5,1505
09-2003,I,Sydney,Beijing,Air China,BJS-SHA-SYD,China,NE Asia,China,NE Asia,1,12,3612
09-2003,I,Sydney,Beijing,China Eastern Airlines,BJS-SHA-SYD,China,NE Asia,China,NE Asia,1,17,4879
09-2003,I,Sydney,Buenos Aires,Aerolineas Argentinas,BUE-AKL-SYD,Argentina,S America,Argentina,S America,1,8,1976
09-2003,I,Sydney,Chicago,United Airlines,CHI-LAX-SYD-MEL,USA,N America,USA,N America,1,30,10410
09-2003,I,Sydney,Christchurch,Air New Zealand,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,60,6870
09-2003,I,Sydney,Christchurch,Qantas Airways,CHC-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,90,18654
09-2003,I,Sydney,Denpasar,Air Paradise International,DPS-MEL-SYD,Indonesia,SE Asia,Indonesia,SE Asia,1,9,2403
09-2003,I,Sydney,Denpasar,Air Paradise International,DPS-SYD-MEL,Indonesia,SE Asia,Indonesia,SE Asia,0,8,2038
09-2003,I,Sydney,Denpasar,Australian Airlines,DPS-MEL-SYD,Indonesia,SE Asia,Indonesia,SE Asia,1,4,1084
09-2003,I,Sydney,Denpasar,Australian Airlines,SIN-DPS-SYD,Indonesia,SE Asia,Singapore,SE Asia,0,13,3523
09-2003,I,Sydney,Denpasar,Garuda Indonesia,DPS-MEL-SYD,Indonesia,SE Asia,Indonesia,SE Asia,1,5,1465
09-2003,I,Sydney,Denpasar,Garuda Indonesia,DPS-SYD,Indonesia,SE Asia,Indonesia,SE Asia,0,12,3516
09-2003,I,Sydney,Dubai,Emirates,DXB-SIN-SYD-AKL,United Arab Emirates,Middle East,United Arab Emirates,Middle East,1,30,11400
09-2003,I,Sydney,Dunedin,Freedom Air International,DUD-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,4,548
09-2003,I,Sydney,Frankfurt,Qantas Airways,FRA-SIN-SYD,Germany,Europe,Germany,Europe,1,30,12959
09-2003,I,Sydney,Guangzhou,Air China,BJS-CAN-MEL-SYD,China,NE Asia,China,NE Asia,1,9,2709
09-2003,I,Sydney,Guangzhou,China Southern Airlines,CAN-MEL-SYD,China,NE Asia,China,NE Asia,1,9,2583
09-2003,I,Sydney,Guangzhou,China Southern Airlines,CAN-SYD,China,NE Asia,China,NE Asia,0,4,1148
09-2003,I,Sydney,Hamilton,Freedom Air International,HLZ-SYD,New Zealand,New Zealand,New Zealand,New Zealand,0,9,1236
09-2003,I,Sydney,Hanoi,Vietnam Airlines,HAN-SGN-SYD,Vietnam,SE Asia,Vietnam,SE Asia,1,12,3072
09-2003,I,Sydney,Ho Chi Minh City,Vietnam Airlines,HAN-SGN-SYD,Vietnam,SE Asia,Vietnam,SE Asia,0,12,3072
09-2003,I,Sydney,Hong Kong,Cathay Pacific Airways,HKG-SYD,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,59,16271
09-2003,I,Sydney,Hong Kong,Qantas Airways,HKG-MEL-SYD,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,1,7,1756
09-2003,I,Sydney,Hong Kong,Qantas Airways,HKG-SYD,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,29,10899
09-2003,I,Sydney,Hong Kong,Qantas Airways,HKG-SYD-MEL,Hong Kong (SAR),NE Asia,Hong Kong (SAR),NE Asia,0,15,3405
